"性別 コード","性別","時間軸（年次） コード","時間軸（年次）","年齢区分（簡易生命表） コード","年齢区分（簡易生命表）","/表章項目","生存数(lx)【人】","死亡数(ndx)【人】","死亡率(nqx)","平均余命(ex)","定常人口(nLx)","定常人口(Tx)"
"20","女","2011000000","2011年","310000","100年","","6036","1824","0.30216","2.33","5086","14043"
"20","女","2011000000","2011年","310100","101年","","4212","1393","0.33071","2.13","3482","8957"
"20","女","2011000000","2011年","310200","102年","","2819","1018","0.36093","1.94","2282","5475"
"20","女","2011000000","2011年","310300","103年","","1802","708","0.39278","1.77","1425","3193"
"20","女","2011000000","2011年","310400","104年","","1094","466","0.42616","1.62","843","1769"
"20","女","2011000000","2011年","410500","105～年","","628","628","1.00000","1.47","925","925"
"20","女","2010000000","2010年","100000","0週","","100000","71","0.00071","86.39","1917","8638891"
"20","女","2010000000","2010年","100001","1週","","99929","12","0.00012","86.43","1916","8636974"
"20","女","2010000000","2010年","100002","2週","","99917","8","0.00008","86.42","1916","8635058"
"20","女","2010000000","2010年","100003","3週","","99909","7","0.00007","86.41","1916","8633142"
"20","女","2010000000","2010年","100004","4週","","99902","23","0.00023","86.40","8986","8631226"
"20","女","2010000000","2010年","200020","2月","","99879","14","0.00014","86.33","8323","8622240"
"20","女","2010000000","2010年","200030","3月","","99866","38","0.00038","86.26","24962","8613917"
"20","女","2010000000","2010年","200060","6月","","99828","38","0.00038","86.04","49902","8588955"
"20","女","2010000000","2010年","300000","0年","","100000","210","0.00210","86.39","99837","8638891"
"20","女","2010000000","2010年","300100","1年","","99790","33","0.00033","85.57","99773","8539054"
"20","女","2010000000","2010年","300200","2年","","99757","22","0.00022","84.60","99746","8439280"
"20","女","2010000000","2010年","300300","3年","","99735","15","0.00015","83.62","99727","8339534"
"20","女","2010000000","2010年","300400","4年","","99720","11","0.00011","82.63","99714","8239807"
"20","女","2010000000","2010年","300500","5年","","99709","9","0.00009","81.64","99704","8140093"
"20","女","2010000000","2010年","300600","6年","","99699","8","0.00008","80.65","99695","8040389"
"20","女","2010000000","2010年","300700","7年","","99691","7","0.00008","79.65","99687","7940694"
"20","女","2010000000","2010年","300800","8年","","99684","7","0.00007","78.66","99680","7841007"
"20","女","2010000000","2010年","300900","9年","","99677","6","0.00006","77.66","99674","7741327"
"20","女","2010000000","2010年","301000","10年","","99671","6","0.00006","76.67","99668","7641653"
"20","女","2010000000","2010年","301100","11年","","99665","6","0.00006","75.67","99661","7541985"
"20","女","2010000000","2010年","301200","12年","","99658","7","0.00007","74.68","99655","7442324"
"20","女","2010000000","2010年","301300","13年","","99652","8","0.00008","73.68","99648","7342669"
"20","女","2010000000","2010年","301400","14年","","99644","10","0.00010","72.69","99639","7243021"
"20","女","2010000000","2010年","301500","15年","","99634","12","0.00012","71.70","99629","7143382"
"20","女","2010000000","2010年","301600","16年","","99623","14","0.00014","70.70","99616","7043753"
"20","女","2010000000","2010年","301700","17年","","99609","16","0.00016","69.71","99601","6944137"
"20","女","2010000000","2010年","301800","18年","","99593","18","0.00018","68.73","99584","6844536"
"20","女","2010000000","2010年","301900","19年","","99574","21","0.00021","67.74","99564","6744953"
"20","女","2010000000","2010年","302000","20年","","99554","23","0.00023","66.75","99542","6645388"
"20","女","2010000000","2010年","302100","21年","","99530","25","0.00025","65.77","99518","6545846"
"20","女","2010000000","2010年","302200","22年","","99506","25","0.00025","64.78","99493","6446328"
"20","女","2010000000","2010年","302300","23年","","99481","25","0.00025","63.80","99468","6346835"
"20","女","2010000000","2010年","302400","24年","","99456","25","0.00025","62.82","99443","6247366"
"20","女","2010000000","2010年","302500","25年","","99431","25","0.00026","61.83","99418","6147923"
"20","女","2010000000","2010年","302600","26年","","99405","27","0.00027","60.85","99392","6048505"
"20","女","2010000000","2010年","302700","27年","","99379","28","0.00028","59.86","99365","5949114"
"20","女","2010000000","2010年","302800","28年","","99350","31","0.00031","58.88","99335","5849749"
"20","女","2010000000","2010年","302900","29年","","99319","34","0.00034","57.90","99303","5750414"
"20","女","2010000000","2010年","303000","30年","","99286","36","0.00036","56.92","99268","5651111"
"20","女","2010000000","2010年","303100","31年","","99250","38","0.00038","55.94","99231","5551843"
"20","女","2010000000","2010年","303200","32年","","99211","40","0.00041","54.96","99192","5452613"
"20","女","2010000000","2010年","303300","33年","","99171","43","0.00043","53.98","99150","5353421"
"20","女","2010000000","2010年","303400","34年","","99129","45","0.00045","53.00","99106","5254271"
"20","女","2010000000","2010年","303500","35年","","99084","48","0.00049","52.03","99060","5155164"
"20","女","2010000000","2010年","303600","36年","","99036","52","0.00052","51.05","99010","5056105"
"20","女","2010000000","2010年","303700","37年","","98984","56","0.00056","50.08","98956","4957094"
"20","女","2010000000","2010年","303800","38年","","98928","61","0.00062","49.11","98898","4858138"
"20","女","2010000000","2010年","303900","39年","","98867","66","0.00067","48.14","98834","4759240"
"20","女","2010000000","2010年","304000","40年","","98801","71","0.00071","47.17","98766","4660406"
"20","女","2010000000","2010年","304100","41年","","98730","75","0.00076","46.20","98693","4561640"
"20","女","2010000000","2010年","304200","42年","","98655","81","0.00083","45.24","98615","4462947"
"20","女","2010000000","2010年","304300","43年","","98574","90","0.00091","44.27","98529","4364332"
"20","女","2010000000","2010年","304400","44年","","98484","99","0.00100","43.31","98435","4265802"
"20","女","2010000000","2010年","304500","45年","","98385","107","0.00109","42.36","98332","4167367"
"20","女","2010000000","2010年","304600","46年","","98278","114","0.00116","41.40","98222","4069035"
"20","女","2010000000","2010年","304700","47年","","98164","123","0.00125","40.45","98104","3970814"
"20","女","2010000000","2010年","304800","48年","","98042","135","0.00138","39.50","97975","3872710"
"20","女","2010000000","2010年","304900","49年","","97906","150","0.00153","38.55","97833","3774735"
"20","女","2010000000","2010年","305000","50年","","97757","163","0.00167","37.61","97676","3676902"
"20","女","2010000000","2010年","305100","51年","","97593","175","0.00180","36.68","97506","3579226"
"20","女","2010000000","2010年","305200","52年","","97418","186","0.00191","35.74","97326","3481720"
"20","女","2010000000","2010年","305300","53年","","97231","199","0.00204","34.81","97133","3384394"
"20","女","2010000000","2010年","305400","54年","","97033","213","0.00220","33.88","96927","3287261"
"20","女","2010000000","2010年","305500","55年","","96820","230","0.00237","32.95","96706","3190334"
"20","女","2010000000","2010年","305600","56年","","96590","246","0.00255","32.03","96468","3093628"
"20","女","2010000000","2010年","305700","57年","","96344","263","0.00273","31.11","96214","2997159"
"20","女","2010000000","2010年","305800","58年","","96081","280","0.00292","30.19","95943","2900945"
"20","女","2010000000","2010年","305900","59年","","95801","301","0.00314","29.28","95652","2805002"
"20","女","2010000000","2010年","306000","60年","","95500","327","0.00342","28.37","95339","2709350"
"20","女","2010000000","2010年","306100","61年","","95173","353","0.00371","27.47","94999","2614011"
"20","女","2010000000","2010年","306200","62年","","94820","381","0.00402","26.57","94632","2519012"
"20","女","2010000000","2010年","306300","63年","","94439","410","0.00434","25.67","94237","2424380"
"20","女","2010000000","2010年","306400","64年","","94030","437","0.00465","24.78","93813","2330143"
"20","女","2010000000","2010年","306500","65年","","93592","467","0.00499","23.89","93362","2236330"
"20","女","2010000000","2010年","306600","66年","","93126","500","0.00537","23.01","92879","2142968"
"20","女","2010000000","2010年","306700","67年","","92625","539","0.00582","22.13","92359","2050090"
"20","女","2010000000","2010年","306800","68年","","92087","582","0.00631","21.26","91800","1957730"
"20","女","2010000000","2010年","306900","69年","","91505","633","0.00692","20.39","91193","1865931"
"20","女","2010000000","2010年","307000","70年","","90872","697","0.00767","19.53","90530","1774737"
"20","女","2010000000","2010年","307100","71年","","90175","772","0.00857","18.68","89796","1684208"
"20","女","2010000000","2010年","307200","72年","","89403","861","0.00963","17.83","88980","1594412"
"20","女","2010000000","2010年","307300","73年","","88541","961","0.01085","17.00","88070","1505432"
"20","女","2010000000","2010年","307400","74年","","87581","1073","0.01225","16.18","87054","1417362"
"20","女","2010000000","2010年","307500","75年","","86507","1198","0.01385","15.38","85919","1330308"
"20","女","2010000000","2010年","307600","76年","","85309","1336","0.01566","14.59","84653","1244389"
"20","女","2010000000","2010年","307700","77年","","83973","1488","0.01772","13.81","83242","1159737"
"20","女","2010000000","2010年","307800","78年","","82485","1661","0.02013","13.05","81670","1076494"
"20","女","2010000000","2010年","307900","79年","","80824","1853","0.02293","12.31","79915","994824"
"20","女","2010000000","2010年","308000","80年","","78971","2066","0.02616","11.59","77956","914910"
"20","女","2010000000","2010年","308100","81年","","76905","2293","0.02981","10.88","75778","836953"
"20","女","2010000000","2010年","308200","82年","","74612","2533","0.03395","10.20","73367","761175"
"20","女","2010000000","2010年","308300","83年","","72079","2798","0.03882","9.54","70704","687808"
"20","女","2010000000","2010年","308400","84年","","69281","3092","0.04463","8.91","67761","617105"
"20","女","2010000000","2010年","308500","85年","","66190","3411","0.05153","8.30","64512","549344"
"20","女","2010000000","2010年","308600","86年","","62779","3746","0.05967","7.72","60933","484832"
"20","女","2010000000","2010年","308700","87年","","59033","4055","0.06869","7.18","57029","423899"
"20","女","2010000000","2010年","308800","88年","","54978","4319","0.07855","6.67","52838","366869"
"20","女","2010000000","2010年","308900","89年","","50659","4524","0.08930","6.20","48412","314031"
"20","女","2010000000","2010年","309000","90年","","46135","4677","0.10137","5.76","43807","265619"
"20","女","2010000000","2010年","309100","91年","","41459","4754","0.11468","5.35","39084","221812"
"20","女","2010000000","2010年","309200","92年","","36704","4736","0.12902","4.98","34330","182728"
"20","女","2010000000","2010年","309300","93年","","31969","4598","0.14381","4.64","29653","148397"
"20","女","2010000000","2010年","309400","94年","","27371","4339","0.15852","4.34","25176","118744"
"20","女","2010000000","2010年","309500","95年","","23032","3993","0.17336","4.06","21004","93568"
"20","女","2010000000","2010年","309600","96年","","19039","3585","0.18832","3.81","17211","72564"
"20","女","2010000000","2010年","309700","97年","","15454","3143","0.20339","3.58","13845","55353"
"20","女","2010000000","2010年","309800","98年","","12311","2691","0.21858","3.37","10928","41509"
"20","女","2010000000","2010年","309900","99年","","9620","2250","0.23386","3.18","8459","30581"
"20","女","2010000000","2010年","310000","100年","","7370","1837","0.24924","3.00","6419","22122"
"20","女","2010000000","2010年","310100","101年","","5533","1465","0.26471","2.84","4772","15703"
"20","女","2010000000","2010年","310200","102年","","4069","1140","0.28026","2.69","3473","10931"
"20","女","2010000000","2010年","310300","103年","","2928","866","0.29588","2.55","2474","7458"
"20","女","2010000000","2010年","310400","104年","","2062","642","0.31156","2.42","1724","4984"
"20","女","2010000000","2010年","410500","105～年","","1419","1419","1.00000","2.30","3260","3260"
"20","女","2009000000","2009年","100000","0週","","100000","72","0.00072","86.44","1917","8644266"
"20","女","2009000000","2009年","100001","1週","","99928","15","0.00015","86.49","1916","8642349"
"20","女","2009000000","2009年","100002","2週","","99913","10","0.00010","86.48","1916","8640433"
"20","女","2009000000","2009年","100003","3週","","99903","8","0.00008","86.47","1916","8638517"
"20","女","2009000000","2009年","100004","4週","","99895","20","0.00020","86.46","8985","8636601"
"20","女","2009000000","2009年","200020","2月","","99875","15","0.00015","86.38","8322","8627616"
"20","女","2009000000","2009年","200030","3月","","99860","35","0.00035","86.31","24960","8619294"
"20","女","2009000000","2009年","200060","6月","","99825","38","0.00038","86.09","49902","8594333"
"20","女","2009000000","2009年","300000","0年","","100000","213","0.00213","86.44","99834","8644266"
"20","女","2009000000","2009年","300100","1年","","99787","31","0.00031","85.63","99770","8544432"
"20","女","2009000000","2009年","300200","2年","","99756","22","0.00022","84.65","99745","8444662"
"20","女","2009000000","2009年","300300","3年","","99734","15","0.00015","83.67","99726","8344916"
"20","女","2009000000","2009年","300400","4年","","99719","12","0.00012","82.68","99713","8245190"
"20","女","2009000000","2009年","300500","5年","","99707","11","0.00011","81.69","99701","8145478"
"20","女","2009000000","2009年","300600","6年","","99696","10","0.00010","80.70","99691","8045776"
"20","女","2009000000","2009年","300700","7年","","99687","8","0.00008","79.71","99682","7946085"
"20","女","2009000000","2009年","300800","8年","","99678","7","0.00007","78.72","99674","7846403"
"20","女","2009000000","2009年","300900","9年","","99671","7","0.00007","77.72","99668","7746728"
"20","女","2009000000","2009年","301000","10年","","99664","6","0.00006","76.73","99661","7647061"
"20","女","2009000000","2009年","301100","11年","","99658","6","0.00006","75.73","99655","7547400"
"20","女","2009000000","2009年","301200","12年","","99652","7","0.00007","74.74","99648","7447745"
"20","女","2009000000","2009年","301300","13年","","99645","7","0.00007","73.74","99641","7348097"
"20","女","2009000000","2009年","301400","14年","","99638","9","0.00009","72.75","99633","7248455"
"20","女","2009000000","2009年","301500","15年","","99629","11","0.00011","71.75","99624","7148822"
"20","女","2009000000","2009年","301600","16年","","99618","13","0.00013","70.76","99612","7049199"
"20","女","2009000000","2009年","301700","17年","","99605","16","0.00016","69.77","99597","6949587"
"20","女","2009000000","2009年","301800","18年","","99589","19","0.00019","68.78","99580","6849989"
"20","女","2009000000","2009年","301900","19年","","99570","22","0.00022","67.80","99559","6750409"
"20","女","2009000000","2009年","302000","20年","","99548","25","0.00025","66.81","99535","6650850"
"20","女","2009000000","2009年","302100","21年","","99522","27","0.00028","65.83","99509","6551315"
"20","女","2009000000","2009年","302200","22年","","99495","28","0.00028","64.85","99481","6451806"
"20","女","2009000000","2009年","302300","23年","","99467","29","0.00029","63.86","99452","6352325"
"20","女","2009000000","2009年","302400","24年","","99438","30","0.00030","62.88","99423","6252873"
"20","女","2009000000","2009年","302500","25年","","99408","31","0.00031","61.90","99393","6153450"
"20","女","2009000000","2009年","302600","26年","","99377","32","0.00032","60.92","99361","6054057"
"20","女","2009000000","2009年","302700","27年","","99345","33","0.00033","59.94","99329","5954696"
"20","女","2009000000","2009年","302800","28年","","99312","33","0.00033","58.96","99296","5855367"
"20","女","2009000000","2009年","302900","29年","","99279","34","0.00034","57.98","99262","5756072"
"20","女","2009000000","2009年","303000","30年","","99245","35","0.00036","57.00","99228","5656810"
"20","女","2009000000","2009年","303100","31年","","99210","37","0.00038","56.02","99192","5557582"
"20","女","2009000000","2009年","303200","32年","","99173","40","0.00040","55.04","99153","5458390"
"20","女","2009000000","2009年","303300","33年","","99133","42","0.00043","54.06","99112","5359237"
"20","女","2009000000","2009年","303400","34年","","99091","45","0.00045","53.08","99069","5260125"
"20","女","2009000000","2009年","303500","35年","","99046","48","0.00049","52.11","99022","5161056"
"20","女","2009000000","2009年","303600","36年","","98998","53","0.00053","51.13","98972","5062033"
"20","女","2009000000","2009年","303700","37年","","98945","57","0.00058","50.16","98917","4963061"
"20","女","2009000000","2009年","303800","38年","","98888","62","0.00063","49.19","98857","4864144"
"20","女","2009000000","2009年","303900","39年","","98826","67","0.00068","48.22","98792","4765287"
"20","女","2009000000","2009年","304000","40年","","98759","72","0.00073","47.25","98723","4666495"
"20","女","2009000000","2009年","304100","41年","","98687","77","0.00078","46.29","98649","4567772"
"20","女","2009000000","2009年","304200","42年","","98610","84","0.00085","45.32","98568","4469123"
"20","女","2009000000","2009年","304300","43年","","98525","92","0.00094","44.36","98480","4370555"
"20","女","2009000000","2009年","304400","44年","","98433","100","0.00102","43.40","98384","4272075"
"20","女","2009000000","2009年","304500","45年","","98333","108","0.00110","42.44","98280","4173691"
"20","女","2009000000","2009年","304600","46年","","98225","117","0.00119","41.49","98167","4075411"
"20","女","2009000000","2009年","304700","47年","","98108","126","0.00128","40.54","98046","3977244"
"20","女","2009000000","2009年","304800","48年","","97982","136","0.00139","39.59","97915","3879198"
"20","女","2009000000","2009年","304900","49年","","97846","148","0.00151","38.65","97773","3781283"
"20","女","2009000000","2009年","305000","50年","","97698","161","0.00165","37.70","97619","3683509"
"20","女","2009000000","2009年","305100","51年","","97537","174","0.00178","36.76","97451","3585891"
"20","女","2009000000","2009年","305200","52年","","97363","187","0.00192","35.83","97271","3488440"
"20","女","2009000000","2009年","305300","53年","","97176","200","0.00206","34.90","97077","3391169"
"20","女","2009000000","2009年","305400","54年","","96976","213","0.00219","33.97","96871","3294092"
"20","女","2009000000","2009年","305500","55年","","96764","226","0.00233","33.04","96652","3197220"
"20","女","2009000000","2009年","305600","56年","","96538","241","0.00250","32.12","96419","3100568"
"20","女","2009000000","2009年","305700","57年","","96297","258","0.00268","31.20","96169","3004150"
"20","女","2009000000","2009年","305800","58年","","96039","278","0.00290","30.28","95902","2907980"
"20","女","2009000000","2009年","305900","59年","","95760","303","0.00317","29.37","95611","2812079"
"20","女","2009000000","2009年","306000","60年","","95457","328","0.00343","28.46","95295","2716468"
"20","女","2009000000","2009年","306100","61年","","95130","350","0.00367","27.55","94957","2621173"
"20","女","2009000000","2009年","306200","62年","","94780","370","0.00390","26.65","94597","2526216"
"20","女","2009000000","2009年","306300","63年","","94410","392","0.00415","25.76","94216","2431619"
"20","女","2009000000","2009年","306400","64年","","94018","419","0.00446","24.86","93811","2337403"
"20","女","2009000000","2009年","306500","65年","","93599","455","0.00486","23.97","93374","2243592"
"20","女","2009000000","2009年","306600","66年","","93144","497","0.00534","23.08","92899","2150218"
"20","女","2009000000","2009年","306700","67年","","92647","540","0.00583","22.21","92380","2057319"
"20","女","2009000000","2009年","306800","68年","","92107","588","0.00638","21.33","91817","1964939"
"20","女","2009000000","2009年","306900","69年","","91519","643","0.00702","20.47","91203","1873122"
"20","女","2009000000","2009年","307000","70年","","90876","709","0.00780","19.61","90528","1781919"
"20","女","2009000000","2009年","307100","71年","","90168","783","0.00868","18.76","89783","1691391"
"20","女","2009000000","2009年","307200","72年","","89385","864","0.00967","17.92","88960","1601608"
"20","女","2009000000","2009年","307300","73年","","88520","956","0.01080","17.09","88050","1512649"
"20","女","2009000000","2009年","307400","74年","","87564","1063","0.01214","16.27","87042","1424598"
"20","女","2009000000","2009年","307500","75年","","86501","1193","0.01379","15.46","85916","1337556"
"20","女","2009000000","2009年","307600","76年","","85309","1335","0.01565","14.67","84653","1251640"
"20","女","2009000000","2009年","307700","77年","","83973","1493","0.01777","13.90","83241","1166986"
"20","女","2009000000","2009年","307800","78年","","82481","1663","0.02016","13.14","81664","1083746"
"20","女","2009000000","2009年","307900","79年","","80817","1852","0.02292","12.40","79908","1002082"
"20","女","2009000000","2009年","308000","80年","","78965","2061","0.02610","11.68","77952","922174"
"20","女","2009000000","2009年","308100","81年","","76904","2286","0.02972","10.98","75780","844222"
"20","女","2009000000","2009年","308200","82年","","74618","2530","0.03390","10.30","73375","768441"
"20","女","2009000000","2009年","308300","83年","","72089","2798","0.03882","9.64","70713","695067"
"20","女","2009000000","2009年","308400","84年","","69290","3087","0.04455","9.01","67772","624354"
"20","女","2009000000","2009年","308500","85年","","66204","3399","0.05134","8.41","64530","556582"
"20","女","2009000000","2009年","308600","86年","","62804","3706","0.05901","7.83","60976","492051"
"20","女","2009000000","2009年","308700","87年","","59098","3990","0.06751","7.29","57126","431075"
"20","女","2009000000","2009年","308800","88年","","55108","4233","0.07682","6.79","53010","373950"
"20","女","2009000000","2009年","308900","89年","","50875","4433","0.08713","6.31","48674","320939"
"20","女","2009000000","2009年","309000","90年","","46443","4583","0.09868","5.86","44161","272266"
"20","女","2009000000","2009年","309100","91年","","41859","4681","0.11182","5.45","39524","228104"
"20","女","2009000000","2009年","309200","92年","","37179","4681","0.12590","5.07","34833","188580"
"20","女","2009000000","2009年","309300","93年","","32498","4533","0.13948","4.73","30215","153748"
"20","女","2009000000","2009年","309400","94年","","27965","4301","0.15379","4.42","25792","123533"
"20","女","2009000000","2009年","309500","95年","","23664","3985","0.16841","4.13","21642","97741"
"20","女","2009000000","2009年","309600","96年","","19679","3608","0.18336","3.87","17841","76099"
"20","女","2009000000","2009年","309700","97年","","16071","3192","0.19861","3.63","14439","58257"
"20","女","2009000000","2009年","309800","98年","","12879","2758","0.21417","3.40","11463","43818"
"20","女","2009000000","2009年","309900","99年","","10121","2328","0.23003","3.20","8921","32355"
"20","女","2009000000","2009年","310000","100年","","7793","1918","0.24618","3.01","6800","23434"
"20","女","2009000000","2009年","310100","101年","","5874","1543","0.26262","2.83","5073","16633"
"20","女","2009000000","2009年","310200","102年","","4331","1210","0.27934","2.67","3701","11560"
"20","女","2009000000","2009年","310300","103年","","3122","925","0.29632","2.52","2637","7859"
"20","女","2009000000","2009年","310400","104年","","2197","689","0.31355","2.38","1834","5222"
"20","女","2009000000","2009年","410500","105～年","","1508","1508","1.00000","2.25","3388","3388"
"20","女","2008000000","2008年","100000","0週","","100000","87","0.00087","86.05","1917","8605112"
"20","女","2008000000","2008年","100001","1週","","99913","13","0.00013","86.11","1916","8603195"
"20","女","2008000000","2008年","100002","2週","","99899","11","0.00011","86.10","1916","8601279"
"20","女","2008000000","2008年","100003","3週","","99888","6","0.00006","86.09","1916","8599363"
"20","女","2008000000","2008年","100004","4週","","99882","28","0.00028","86.08","8984","8597448"
"20","女","2008000000","2008年","200020","2月","","99855","15","0.00015","86.01","8320","8588464"
"20","女","2008000000","2008年","200030","3月","","99839","40","0.00040","85.94","24955","8580143"
"20","女","2008000000","2008年","200060","6月","","99799","45","0.00046","85.72","49886","8555188"
"20","女","2008000000","2008年","300000","0年","","100000","247","0.00247","86.05","99810","8605112"
"20","女","2008000000","2008年","300100","1年","","99753","32","0.00032","85.26","99735","8505302"
"20","女","2008000000","2008年","300200","2年","","99722","23","0.00023","84.29","99711","8405567"
"20","女","2008000000","2008年","300300","3年","","99699","16","0.00016","83.31","99690","8305856"
"20","女","2008000000","2008年","300400","4年","","99683","11","0.00011","82.32","99677","8206166"
"20","女","2008000000","2008年","300500","5年","","99672","9","0.00009","81.33","99667","8106489"
"20","女","2008000000","2008年","300600","6年","","99663","9","0.00009","80.34","99658","8006822"
"20","女","2008000000","2008年","300700","7年","","99654","8","0.00008","79.35","99650","7907164"
"20","女","2008000000","2008年","300800","8年","","99645","8","0.00008","78.35","99641","7807514"
"20","女","2008000000","2008年","300900","9年","","99637","7","0.00007","77.36","99634","7707872"
"20","女","2008000000","2008年","301000","10年","","99630","7","0.00007","76.36","99627","7608239"
"20","女","2008000000","2008年","301100","11年","","99623","6","0.00006","75.37","99620","7508612"
"20","女","2008000000","2008年","301200","12年","","99618","6","0.00006","74.37","99615","7408992"
"20","女","2008000000","2008年","301300","13年","","99612","7","0.00007","73.38","99609","7309377"
"20","女","2008000000","2008年","301400","14年","","99605","9","0.00009","72.38","99601","7209768"
"20","女","2008000000","2008年","301500","15年","","99596","12","0.00012","71.39","99591","7110167"
"20","女","2008000000","2008年","301600","16年","","99584","15","0.00015","70.40","99577","7010576"
"20","女","2008000000","2008年","301700","17年","","99569","18","0.00018","69.41","99561","6910999"
"20","女","2008000000","2008年","301800","18年","","99551","21","0.00021","68.42","99541","6811439"
"20","女","2008000000","2008年","301900","19年","","99530","24","0.00024","67.44","99518","6711898"
"20","女","2008000000","2008年","302000","20年","","99506","26","0.00026","66.45","99494","6612379"
"20","女","2008000000","2008年","302100","21年","","99481","27","0.00027","65.47","99467","6512886"
"20","女","2008000000","2008年","302200","22年","","99454","28","0.00028","64.49","99440","6413418"
"20","女","2008000000","2008年","302300","23年","","99426","29","0.00029","63.50","99412","6313978"
"20","女","2008000000","2008年","302400","24年","","99397","30","0.00030","62.52","99382","6214566"
"20","女","2008000000","2008年","302500","25年","","99367","31","0.00031","61.54","99352","6115184"
"20","女","2008000000","2008年","302600","26年","","99337","31","0.00031","60.56","99321","6015832"
"20","女","2008000000","2008年","302700","27年","","99306","31","0.00031","59.58","99290","5916510"
"20","女","2008000000","2008年","302800","28年","","99274","32","0.00033","58.60","99258","5817220"
"20","女","2008000000","2008年","302900","29年","","99242","34","0.00035","57.62","99225","5717962"
"20","女","2008000000","2008年","303000","30年","","99208","37","0.00037","56.64","99189","5618737"
"20","女","2008000000","2008年","303100","31年","","99171","39","0.00040","55.66","99151","5519547"
"20","女","2008000000","2008年","303200","32年","","99131","41","0.00042","54.68","99111","5420396"
"20","女","2008000000","2008年","303300","33年","","99090","42","0.00043","53.70","99069","5321285"
"20","女","2008000000","2008年","303400","34年","","99047","45","0.00045","52.72","99025","5222217"
"20","女","2008000000","2008年","303500","35年","","99003","48","0.00048","51.75","98979","5123191"
"20","女","2008000000","2008年","303600","36年","","98955","53","0.00053","50.77","98929","5024212"
"20","女","2008000000","2008年","303700","37年","","98902","59","0.00059","49.80","98873","4925283"
"20","女","2008000000","2008年","303800","38年","","98844","64","0.00064","48.83","98812","4826409"
"20","女","2008000000","2008年","303900","39年","","98780","68","0.00069","47.86","98746","4727597"
"20","女","2008000000","2008年","304000","40年","","98712","72","0.00073","46.89","98676","4628850"
"20","女","2008000000","2008年","304100","41年","","98640","78","0.00079","45.93","98601","4530174"
"20","女","2008000000","2008年","304200","42年","","98562","84","0.00085","44.96","98520","4431573"
"20","女","2008000000","2008年","304300","43年","","98478","91","0.00092","44.00","98433","4333053"
"20","女","2008000000","2008年","304400","44年","","98387","99","0.00100","43.04","98338","4234620"
"20","女","2008000000","2008年","304500","45年","","98288","107","0.00109","42.08","98235","4136282"
"20","女","2008000000","2008年","304600","46年","","98181","117","0.00119","41.13","98123","4038046"
"20","女","2008000000","2008年","304700","47年","","98064","129","0.00131","40.18","98000","3939923"
"20","女","2008000000","2008年","304800","48年","","97935","140","0.00143","39.23","97866","3841922"
"20","女","2008000000","2008年","304900","49年","","97795","152","0.00156","38.28","97719","3744057"
"20","女","2008000000","2008年","305000","50年","","97642","164","0.00168","37.34","97561","3646337"
"20","女","2008000000","2008年","305100","51年","","97478","176","0.00181","36.41","97391","3548776"
"20","女","2008000000","2008年","305200","52年","","97302","189","0.00194","35.47","97209","3451385"
"20","女","2008000000","2008年","305300","53年","","97113","203","0.00209","34.54","97012","3354176"
"20","女","2008000000","2008年","305400","54年","","96910","218","0.00225","33.61","96802","3257164"
"20","女","2008000000","2008年","305500","55年","","96691","234","0.00242","32.69","96576","3160362"
"20","女","2008000000","2008年","305600","56年","","96458","250","0.00259","31.76","96334","3063786"
"20","女","2008000000","2008年","305700","57年","","96208","269","0.00280","30.84","96075","2967452"
"20","女","2008000000","2008年","305800","58年","","95938","294","0.00306","29.93","95794","2871377"
"20","女","2008000000","2008年","305900","59年","","95645","319","0.00333","29.02","95487","2775584"
"20","女","2008000000","2008年","306000","60年","","95326","341","0.00358","28.12","95157","2680097"
"20","女","2008000000","2008年","306100","61年","","94985","362","0.00381","27.21","94806","2584939"
"20","女","2008000000","2008年","306200","62年","","94623","381","0.00403","26.32","94434","2490134"
"20","女","2008000000","2008年","306300","63年","","94242","403","0.00428","25.42","94042","2395699"
"20","女","2008000000","2008年","306400","64年","","93839","431","0.00460","24.53","93626","2301657"
"20","女","2008000000","2008年","306500","65年","","93407","466","0.00498","23.64","93178","2208031"
"20","女","2008000000","2008年","306600","66年","","92942","504","0.00542","22.75","92693","2114854"
"20","女","2008000000","2008年","306700","67年","","92438","550","0.00595","21.88","92167","2022161"
"20","女","2008000000","2008年","306800","68年","","91887","606","0.00659","21.00","91589","1929994"
"20","女","2008000000","2008年","306900","69年","","91281","670","0.00734","20.14","90952","1838404"
"20","女","2008000000","2008年","307000","70年","","90611","744","0.00821","19.29","90246","1747452"
"20","女","2008000000","2008年","307100","71年","","89867","829","0.00922","18.44","89460","1657207"
"20","女","2008000000","2008年","307200","72年","","89039","922","0.01036","17.61","88586","1567746"
"20","女","2008000000","2008年","307300","73年","","88116","1023","0.01161","16.79","87614","1479161"
"20","女","2008000000","2008年","307400","74年","","87094","1133","0.01300","15.98","86537","1391547"
"20","女","2008000000","2008年","307500","75年","","85961","1252","0.01456","15.18","85346","1305010"
"20","女","2008000000","2008年","307600","76年","","84709","1390","0.01641","14.40","84026","1219665"
"20","女","2008000000","2008年","307700","77年","","83319","1548","0.01858","13.63","82559","1135638"
"20","女","2008000000","2008年","307800","78年","","81771","1724","0.02108","12.88","80925","1053079"
"20","女","2008000000","2008年","307900","79年","","80048","1919","0.02397","12.14","79105","972154"
