"性別 コード","性別","時間軸（年次） コード","時間軸（年次）","年齢区分（簡易生命表） コード","年齢区分（簡易生命表）","/表章項目","生存数(lx)【人】","死亡数(ndx)【人】","死亡率(nqx)","平均余命(ex)","定常人口(nLx)","定常人口(Tx)"
"20","女","2008000000","2008年","308000","80年","","78129","2128","0.02724","11.43","77083","893049"
"20","女","2008000000","2008年","308100","81年","","76000","2359","0.03103","10.74","74841","815966"
"20","女","2008000000","2008年","308200","82年","","73642","2620","0.03558","10.06","72354","741125"
"20","女","2008000000","2008年","308300","83年","","71021","2904","0.04088","9.42","69594","668770"
"20","女","2008000000","2008年","308400","84年","","68118","3210","0.04712","8.80","66539","599176"
"20","女","2008000000","2008年","308500","85年","","64908","3508","0.05405","8.21","63178","532638"
"20","女","2008000000","2008年","308600","86年","","61400","3787","0.06168","7.65","59529","469459"
"20","女","2008000000","2008年","308700","87年","","57613","4047","0.07024","7.12","55611","409930"
"20","女","2008000000","2008年","308800","88年","","53567","4284","0.07997","6.61","51443","354319"
"20","女","2008000000","2008年","308900","89年","","49283","4476","0.09082","6.15","47059","302877"
"20","女","2008000000","2008年","309000","90年","","44807","4605","0.10278","5.71","42512","255818"
"20","女","2008000000","2008年","309100","91年","","40202","4644","0.11551","5.31","37879","213306"
"20","女","2008000000","2008年","309200","92年","","35558","4572","0.12859","4.93","33262","175427"
"20","女","2008000000","2008年","309300","93年","","30986","4411","0.14236","4.59","28763","142165"
"20","女","2008000000","2008年","309400","94年","","26575","4172","0.15698","4.27","24466","113402"
"20","女","2008000000","2008年","309500","95年","","22403","3861","0.17234","3.97","20444","88936"
"20","女","2008000000","2008年","309600","96年","","18542","3495","0.18848","3.69","16762","68492"
"20","女","2008000000","2008年","309700","97年","","15047","3091","0.20540","3.44","13467","51730"
"20","女","2008000000","2008年","309800","98年","","11956","2668","0.22312","3.20","10587","38263"
"20","女","2008000000","2008年","309900","99年","","9289","2245","0.24165","2.98","8132","27676"
"20","女","2008000000","2008年","310000","100年","","7044","1838","0.26099","2.77","6092","19544"
"20","女","2008000000","2008年","310100","101年","","5206","1464","0.28115","2.58","4444","13452"
"20","女","2008000000","2008年","310200","102年","","3742","1131","0.30211","2.41","3151","9008"
"20","女","2008000000","2008年","310300","103年","","2612","846","0.32387","2.24","2167","5857"
"20","女","2008000000","2008年","310400","104年","","1766","612","0.34641","2.09","1442","3690"
"20","女","2008000000","2008年","410500","105～年","","1154","1154","1.00000","1.95","2248","2248"
"20","女","2007000000","2007年","100000","0週","","100000","94","0.00094","85.99","1917","8599100"
"20","女","2007000000","2007年","100001","1週","","99906","14","0.00014","86.05","1916","8597183"
"20","女","2007000000","2007年","100002","2週","","99892","9","0.00009","86.05","1916","8595267"
"20","女","2007000000","2007年","100003","3週","","99883","10","0.00010","86.03","1915","8593352"
"20","女","2007000000","2007年","100004","4週","","99874","21","0.00021","86.02","8983","8591436"
"20","女","2007000000","2007年","200020","2月","","99852","17","0.00017","85.95","8320","8582454"
"20","女","2007000000","2007年","200030","3月","","99836","37","0.00037","85.88","24954","8574133"
"20","女","2007000000","2007年","200060","6月","","99799","43","0.00043","85.66","49888","8549179"
"20","女","2007000000","2007年","300000","0年","","100000","244","0.00244","85.99","99809","8599100"
"20","女","2007000000","2007年","300100","1年","","99756","31","0.00031","85.20","99738","8499291"
"20","女","2007000000","2007年","300200","2年","","99725","23","0.00023","84.23","99714","8399554"
"20","女","2007000000","2007年","300300","3年","","99702","17","0.00017","83.25","99693","8299840"
"20","女","2007000000","2007年","300400","4年","","99685","12","0.00013","82.26","99679","8200147"
"20","女","2007000000","2007年","300500","5年","","99673","10","0.00010","81.27","99667","8100469"
"20","女","2007000000","2007年","300600","6年","","99662","9","0.00009","80.28","99658","8000801"
"20","女","2007000000","2007年","300700","7年","","99653","8","0.00008","79.29","99649","7901143"
"20","女","2007000000","2007年","300800","8年","","99646","7","0.00007","78.29","99642","7801494"
"20","女","2007000000","2007年","300900","9年","","99638","7","0.00007","77.30","99635","7701852"
"20","女","2007000000","2007年","301000","10年","","99632","6","0.00006","76.30","99628","7602217"
"20","女","2007000000","2007年","301100","11年","","99625","6","0.00006","75.31","99622","7502589"
"20","女","2007000000","2007年","301200","12年","","99619","6","0.00006","74.31","99616","7402966"
"20","女","2007000000","2007年","301300","13年","","99613","7","0.00007","73.32","99609","7303350"
"20","女","2007000000","2007年","301400","14年","","99606","9","0.00009","72.32","99601","7203741"
"20","女","2007000000","2007年","301500","15年","","99596","12","0.00012","71.33","99591","7104140"
"20","女","2007000000","2007年","301600","16年","","99584","14","0.00014","70.34","99577","7004549"
"20","女","2007000000","2007年","301700","17年","","99570","16","0.00017","69.35","99562","6904972"
"20","女","2007000000","2007年","301800","18年","","99554","19","0.00019","68.36","99544","6805410"
"20","女","2007000000","2007年","301900","19年","","99535","22","0.00023","67.37","99524","6705865"
"20","女","2007000000","2007年","302000","20年","","99512","26","0.00026","66.39","99500","6606341"
"20","女","2007000000","2007年","302100","21年","","99487","28","0.00028","65.40","99473","6506842"
"20","女","2007000000","2007年","302200","22年","","99459","29","0.00029","64.42","99444","6407369"
"20","女","2007000000","2007年","302300","23年","","99430","29","0.00029","63.44","99416","6307925"
"20","女","2007000000","2007年","302400","24年","","99401","29","0.00029","62.46","99387","6208509"
"20","女","2007000000","2007年","302500","25年","","99372","29","0.00029","61.48","99358","6109122"
"20","女","2007000000","2007年","302600","26年","","99343","30","0.00030","60.49","99328","6009764"
"20","女","2007000000","2007年","302700","27年","","99313","31","0.00031","59.51","99298","5910436"
"20","女","2007000000","2007年","302800","28年","","99282","33","0.00033","58.53","99266","5811139"
"20","女","2007000000","2007年","302900","29年","","99249","34","0.00035","57.55","99232","5711873"
"20","女","2007000000","2007年","303000","30年","","99215","36","0.00036","56.57","99197","5612641"
"20","女","2007000000","2007年","303100","31年","","99179","36","0.00037","55.59","99161","5513444"
"20","女","2007000000","2007年","303200","32年","","99143","38","0.00038","54.61","99124","5414283"
"20","女","2007000000","2007年","303300","33年","","99105","40","0.00041","53.63","99085","5315159"
"20","女","2007000000","2007年","303400","34年","","99065","44","0.00044","52.65","99043","5216074"
"20","女","2007000000","2007年","303500","35年","","99021","48","0.00049","51.68","98997","5117031"
"20","女","2007000000","2007年","303600","36年","","98973","53","0.00054","50.70","98947","5018034"
"20","女","2007000000","2007年","303700","37年","","98920","58","0.00058","49.73","98891","4919087"
"20","女","2007000000","2007年","303800","38年","","98862","62","0.00062","48.76","98832","4820196"
"20","女","2007000000","2007年","303900","39年","","98800","65","0.00066","47.79","98768","4721364"
"20","女","2007000000","2007年","304000","40年","","98735","70","0.00071","46.82","98700","4622596"
"20","女","2007000000","2007年","304100","41年","","98665","77","0.00078","45.85","98627","4523896"
"20","女","2007000000","2007年","304200","42年","","98588","84","0.00085","44.89","98547","4425269"
"20","女","2007000000","2007年","304300","43年","","98505","91","0.00093","43.92","98460","4326722"
"20","女","2007000000","2007年","304400","44年","","98413","100","0.00102","42.96","98364","4228263"
"20","女","2007000000","2007年","304500","45年","","98313","110","0.00112","42.01","98259","4129899"
"20","女","2007000000","2007年","304600","46年","","98203","120","0.00122","41.05","98144","4031640"
"20","女","2007000000","2007年","304700","47年","","98083","130","0.00133","40.10","98018","3933496"
"20","女","2007000000","2007年","304800","48年","","97952","142","0.00145","39.16","97882","3835478"
"20","女","2007000000","2007年","304900","49年","","97810","154","0.00157","38.21","97735","3737596"
"20","女","2007000000","2007年","305000","50年","","97657","167","0.00171","37.27","97574","3639861"
"20","女","2007000000","2007年","305100","51年","","97489","181","0.00186","36.34","97400","3542287"
"20","女","2007000000","2007年","305200","52年","","97308","195","0.00201","35.40","97212","3444887"
"20","女","2007000000","2007年","305300","53年","","97113","210","0.00217","34.47","97009","3347675"
"20","女","2007000000","2007年","305400","54年","","96903","227","0.00234","33.55","96791","3250666"
"20","女","2007000000","2007年","305500","55年","","96676","244","0.00252","32.62","96556","3153875"
"20","女","2007000000","2007年","305600","56年","","96433","261","0.00270","31.70","96304","3057320"
"20","女","2007000000","2007年","305700","57年","","96172","278","0.00289","30.79","96034","2961016"
"20","女","2007000000","2007年","305800","58年","","95894","296","0.00308","29.88","95748","2864981"
"20","女","2007000000","2007年","305900","59年","","95598","314","0.00329","28.97","95443","2769234"
"20","女","2007000000","2007年","306000","60年","","95284","337","0.00353","28.06","95118","2673791"
"20","女","2007000000","2007年","306100","61年","","94947","361","0.00380","27.16","94769","2578674"
"20","女","2007000000","2007年","306200","62年","","94587","388","0.00410","26.26","94395","2483904"
"20","女","2007000000","2007年","306300","63年","","94199","417","0.00443","25.37","93993","2389509"
"20","女","2007000000","2007年","306400","64年","","93782","448","0.00477","24.48","93561","2295516"
"20","女","2007000000","2007年","306500","65年","","93335","478","0.00512","23.59","93098","2201956"
"20","女","2007000000","2007年","306600","66年","","92857","514","0.00553","22.71","92604","2108857"
"20","女","2007000000","2007年","306700","67年","","92343","561","0.00608","21.83","92067","2016253"
"20","女","2007000000","2007年","306800","68年","","91782","620","0.00675","20.96","91478","1924186"
"20","女","2007000000","2007年","306900","69年","","91163","687","0.00754","20.10","90825","1832709"
"20","女","2007000000","2007年","307000","70年","","90476","760","0.00841","19.25","90102","1741884"
"20","女","2007000000","2007年","307100","71年","","89715","839","0.00935","18.41","89302","1651782"
"20","女","2007000000","2007年","307200","72年","","88876","927","0.01043","17.58","88420","1562480"
"20","女","2007000000","2007年","307300","73年","","87949","1028","0.01169","16.76","87444","1474059"
"20","女","2007000000","2007年","307400","74年","","86921","1142","0.01313","15.95","86360","1386615"
"20","女","2007000000","2007年","307500","75年","","85780","1268","0.01478","15.16","85157","1300255"
"20","女","2007000000","2007年","307600","76年","","84511","1408","0.01666","14.38","83820","1215098"
"20","女","2007000000","2007年","307700","77年","","83103","1563","0.01881","13.61","82335","1131279"
"20","女","2007000000","2007年","307800","78年","","81540","1734","0.02127","12.86","80688","1048944"
"20","女","2007000000","2007年","307900","79年","","79806","1918","0.02403","12.13","78863","968256"
"20","女","2007000000","2007年","308000","80年","","77888","2122","0.02725","11.42","76845","889393"
"20","女","2007000000","2007年","308100","81年","","75766","2357","0.03111","10.72","74608","812547"
